"dms_orig","dms_dest","sctg2","dms_mode","thousand tons in 2019","million dollars in 2019","million ton-miles in 2019","thousand tons in 2024","million dollars in 2024","million ton-miles in 2024","thousand tons in 2030","thousand tons in 2030_low","thousand tons in 2030_high","million dollars in 2030","million dollars in 2030_low","million dollars in 2030_high","million ton-miles in 2030"
"251-Boston MA-RI-NH-CT (MA Part)","181-Chicago IL-IN-WI (IN Part)","14-Metallic ores","1-Truck","0","0.0011","0","0","0.001","0","0.0001","0.0001","0.0001","0.0016","0.0016","0.0016","0.0001"
"251-Boston MA-RI-NH-CT (MA Part)","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","0.0055","0.9939","0.0002","0.0053","0.9526","0.0002","0.0065","0.0065","0.0065","1.175","1.1633","1.1758","0.0003"
"251-Boston MA-RI-NH-CT (MA Part)","331-Boston MA-RI-NH-CT (NH Part)","14-Metallic ores","1-Truck","0","0.0001","0","0","0.0001","0","0","0","0","0.0001","0.0001","0.0001","0"
"259-Rest of MA","363-New York NY-NJ-CT-PA (NY Part)","14-Metallic ores","1-Truck","0.0204","0.7826","0.004","0.0196","0.7501","0.0039","0.0194","0.0192","0.0198","0.7436","0.7365","0.7596","0.0038"
"261-Detroit MI","012-Mobile AL","14-Metallic ores","1-Truck","0.1395","1.3666","0.1404","0.1337","1.3098","0.1345","0.1305","0.1292","0.136","1.2789","1.2658","1.3323","0.1313"
"261-Detroit MI","019-Rest of AL","14-Metallic ores","1-Truck","1.9124","1.9594","1.5035","1.8329","1.878","1.441","2.5017","2.4815","2.6106","2.5632","2.5425","2.6748","1.9668"
"261-Detroit MI","092-New York NY-NJ-CT-PA (CT Part)","14-Metallic ores","1-Truck","1.0091","3.0038","0.7251","0.9672","2.8789","0.6949","0.8597","0.8481","0.8868","2.5589","2.5246","2.6396","0.6177"
"261-Detroit MI","099-Rest of CT","14-Metallic ores","1-Truck","0.9876","0.0113","0.7835","0.9465","0.0108","0.7509","1.7499","1.7289","1.802","0.02","0.0197","0.0206","1.3883"
"261-Detroit MI","121-Jacksonville FL-GA  CFS Area (FL Part)","14-Metallic ores","1-Truck","0.2526","1.7689","0.2718","0.2421","1.6954","0.2605","0.2021","0.1993","0.2086","1.4156","1.3958","1.4609","0.2175"
"261-Detroit MI","124-Tampa FL","14-Metallic ores","1-Truck","6.7141","6.6485","7.9672","6.4351","6.3722","7.6361","6.8288","6.7402","7.0449","6.7621","6.6744","6.976","8.1033"
"261-Detroit MI","131-Atlanta GA","14-Metallic ores","1-Truck","0.0668","0.3443","0.049","0.0641","0.33","0.047","0.0553","0.0548","0.0584","0.2851","0.2823","0.3008","0.0406"
"261-Detroit MI","171-Chicago IL-IN-WI (IL Part)","14-Metallic ores","1-Truck","0.8699","2.2634","0.2743","0.8338","2.1694","0.2629","1.5084","1.4841","1.5831","3.9249","3.8615","4.1191","0.4757"
"261-Detroit MI","181-Chicago IL-IN-WI (IN Part)","14-Metallic ores","1-Truck","0.0901","1.7516","0.0232","0.0864","1.6788","0.0223","0.1504","0.149","0.1543","2.9239","2.8975","2.9996","0.0388"
"261-Detroit MI","201-Kansas City MO-KS (KS Part)","14-Metallic ores","1-Truck","2.4495","3.2578","1.9928","2.3477","3.1224","1.91","2.0067","1.8955","2.1916","2.669","2.521","2.9148","1.6326"
"261-Detroit MI","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","0.0194","0.2364","0.0163","0.0186","0.2265","0.0156","0.0255","0.0253","0.026","0.312","0.3088","0.318","0.0215"
"261-Detroit MI","261-Detroit MI","14-Metallic ores","1-Truck","2.9943","4.9549","0.1224","2.8699","4.749","0.1174","5.7378","5.6747","5.9588","9.4948","9.3903","9.8605","0.2346"
"261-Detroit MI","262-Grand Rapids MI","14-Metallic ores","1-Truck","9.3526","12.218","1.4995","8.9639","11.7102","1.4372","10.3008","10.1422","10.7467","13.4567","13.2495","14.0393","1.6515"
"261-Detroit MI","269-Rest of MI","14-Metallic ores","1-Truck","8.8222","4.4306","1.5111","8.4556","4.2465","1.4483","14.429","14.2107","15.1197","7.2464","7.1368","7.5933","2.4715"
"261-Detroit MI","279-Rest of MN","14-Metallic ores","1-Truck","0.0004","0.002","0.0003","0.0004","0.0019","0.0003","0.0008","0.0008","0.0008","0.004","0.0039","0.0041","0.0006"
"261-Detroit MI","280-Mississippi","14-Metallic ores","1-Truck","0.1581","1.3593","0.1385","0.1515","1.3028","0.1328","0.1397","0.1362","0.1474","1.2018","1.1716","1.268","0.1225"
"261-Detroit MI","341-New York NY-NJ-CT-PA (NJ Part)","14-Metallic ores","1-Truck","1.3455","2.1859","0.8331","1.2896","2.0951","0.7985","1.567","1.5596","1.6278","2.5457","2.5336","2.6445","0.9702"
"261-Detroit MI","380-North Dakota","14-Metallic ores","1-Truck","0.8838","0.7597","1.0331","0.847","0.7281","0.9902","0.7583","0.7508","0.8383","0.6519","0.6453","0.7206","0.8865"
"261-Detroit MI","391-Cincinnati OH-KY-IN (OH Part)","14-Metallic ores","1-Truck","1.6194","2.6234","0.4307","1.5521","2.5144","0.4128","1.2121","1.2007","1.2815","1.9636","1.945","2.076","0.3224"
"261-Detroit MI","392-Cleveland OH","14-Metallic ores","1-Truck","0.0071","0.6989","0.0014","0.0068","0.6699","0.0014","0.0127","0.0126","0.0135","1.2451","1.2344","1.3159","0.0025"
"261-Detroit MI","393-Columbus OH","14-Metallic ores","1-Truck","0.0497","0.215","0.0113","0.0477","0.2061","0.0109","0.0782","0.0775","0.0831","0.338","0.3353","0.3595","0.0178"
"261-Detroit MI","394-Dayton OH","14-Metallic ores","1-Truck","0.2671","1.1447","0.0568","0.256","1.0971","0.0545","0.236","0.2338","0.2509","1.0113","1.0021","1.0751","0.0502"
"261-Detroit MI","399-Rest of OH","14-Metallic ores","1-Truck","13.0171","14.0381","2.6455","12.4761","13.4548","2.5355","13.0492","12.9391","13.8747","14.0727","13.954","14.963","2.652"
"261-Detroit MI","402-Tulsa OK","14-Metallic ores","1-Truck","2.973","2.973","2.8349","2.8494","2.8495","2.7171","2.1766","2.1166","2.3294","2.1766","2.1167","2.3295","2.0755"
"261-Detroit MI","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","0.9989","2.9949","0.3219","0.9574","2.8704","0.3085","1.9074","1.8851","2.0334","5.719","5.6519","6.0965","0.6146"
"261-Detroit MI","429-Rest of PA","14-Metallic ores","1-Truck","10.0326","10.0305","4.4868","9.6157","9.6137","4.3004","11.5218","11.3788","12.3472","11.5194","11.3764","12.3447","5.1528"
